original,clean_legal_name,search_core_name,predecessor,status,successor,fdic_query_main,fdic_query_pred
Equitable Bank (The),The Equitable Bank,Equitable Bank,,Active,,NAME:*EQUITABLE\ BANK*,
Erie Bank,Erie Bank,Erie Bank,,Active,,NAME:*ERIE\ BANK*,
Erste Bank New York,Erste Bank,Erste Bank,,Active,,NAME:*ERSTE\ BANK*,
Erste Group Bank,Erste Group Bank,Erste Group Bank,,Active,,NAME:*ERSTE\ GROUP\ BANK*,
Esquire Bank,Esquire Bank,Esquire Bank,,Active,,NAME:*ESQUIRE\ BANK*,
Essa Bank & Trust,Essa Bank & Trust,Essa Bank & Trust,,Active,,NAME:*ESSA\ BANK\ TRUST*,
Evans Bank,Evans Bank,Evans Bank,,Active,,NAME:*EVANS\ BANK*,
Ever Bank,EverBank,EverBank,,Active,,NAME:*EVERBANK*,
EverBank Financial Corp,EverBank Financial Corp,EverBank Financial,,Active,,NAME:*EVERBANK\ FINANCIAL*,
EverTrust Bank,EverTrust Bank,EverTrust Bank,,Active,,NAME:*EVERTRUST\ BANK*,
Everbank,EverBank,EverBank,,Active,,NAME:*EVERBANK*,
Everbank NA,EverBank National Association,EverBank,,Active,,NAME:*EVERBANK*,
Evergreen Bank Group,Evergreen Bank Group,Evergreen Bank Group,,Active,,NAME:*EVERGREEN\ BANK\ GROUP*,
Excel Bank,Excel Bank,Excel Bank,,Active,,NAME:*EXCEL\ BANK*,
F&M Bancorp,F&M Bancorp,F&M Bancorp,,Active,,NAME:*FM\ BANCORP*,
F&M Bank & Trust Co,F&M Bank & Trust Company,F&M Bank & Trust,,Active,,NAME:*FM\ BANK\ TRUST*,
FBOP Corp,FBOP Corp,FBOP,,Failed,,NAME:*FBOP*,
First Bank of Missouri,First Bank of Missouri,First Bank of Missouri,,Active,,NAME:*FIRST\ BANK\ OF\ MISSOURI*,
First Foundation Bank,First Foundation Bank,First Foundation Bank,,Active,,NAME:*FIRST\ FOUNDATION\ BANK*,
First Guaranty Bancshares Inc,First Guaranty Bancshares Inc,First Guaranty Bancshares,,Active,,NAME:*FIRST\ GUARANTY\ BANCSHARES*,
First Guaranty Bank,First Guaranty Bank,First Guaranty Bank,,Active,,NAME:*FIRST\ GUARANTY\ BANK*,
First Hawaiian Bank,First Hawaiian Bank,First Hawaiian Bank,,Active,,NAME:*FIRST\ HAWAIIAN\ BANK*,
First Heritage Bank,First Heritage Bank,First Heritage Bank,,Active,,NAME:*FIRST\ HERITAGE\ BANK*,
First Horizon Bank,First Horizon Bank,First Horizon Bank,,Active,,NAME:*FIRST\ HORIZON\ BANK*,
First Horizon Corp,First Horizon Corp,First Horizon,,Active,,NAME:*FIRST\ HORIZON*,
First Independence Bank,First Independence Bank,First Independence Bank,,Active,,NAME:*FIRST\ INDEPENDENCE\ BANK*,
First Independence National Bank of Detroit,First Independence National Bank of Detroit,First Independence National Bank of Detroit,,Active,,NAME:*FIRST\ INDEPENDENCE\ NATIONAL\ BANK\ OF\ DETROIT*,
First Independent Bank,First Independent Bank,First Independent Bank,,Active,,NAME:*FIRST\ INDEPENDENT\ BANK*,
First Indiana Bank,First Indiana Bank,First Indiana Bank,,Active,,NAME:*FIRST\ INDIANA\ BANK*,
First International Bank,First International Bank,First International Bank,,Active,,NAME:*FIRST\ INTERNATIONAL\ BANK*,
First International Bank & Trust,First International Bank & Trust,First International Bank & Trust,,Active,,NAME:*FIRST\ INTERNATIONAL\ BANK\ TRUST*,
First Internet Bank of Indiana,First Internet Bank of Indiana,First Internet Bank of Indiana,,Active,,NAME:*FIRST\ INTERNET\ BANK\ OF\ INDIANA*,
First Interstate Bancorp,First Interstate Bancorp,First Interstate Bancorp,,Active,,NAME:*FIRST\ INTERSTATE\ BANCORP*,
First Interstate Bancsystem Inc,First Interstate Bancsystem Inc,First Interstate Bancsystem,,Active,,NAME:*FIRST\ INTERSTATE\ BANCSYSTEM*,
First Keystone Community Bank,First Keystone Community Bank,First Keystone Community Bank,,Active,,NAME:*FIRST\ KEYSTONE\ COMMUNITY\ BANK*,
First Liberty Bank,First Liberty Bank,First Liberty Bank,,Active,,NAME:*FIRST\ LIBERTY\ BANK*,
First Market Bank,First Market Bank,First Market Bank,,Active,,NAME:*FIRST\ MARKET\ BANK*,
First Merchant Bank,First Merchant Bank,First Merchant Bank,,Active,,NAME:*FIRST\ MERCHANT\ BANK*,
First Merchants Bank NA,First Merchants Bank NA,First Merchants Bank,,Active,,NAME:*FIRST\ MERCHANTS\ BANK*,
First Merit Bank,First Merit Bank,First Merit Bank,,Acquired,,NAME:*FIRST\ MERIT\ BANK*,
First Mid Bank & Trust,First Mid Bank & Trust,First Mid Bank & Trust,,Active,,NAME:*FIRST\ MID\ BANK\ TRUST*,
First Mid-Illinois Bank,First Mid-Illinois Bank,First Mid-Illinois Bank,,Active,,NAME:*FIRST\ MIDILLINOIS\ BANK*,
First Midwest,First Midwest Bank,First Midwest Bank,,Active,,NAME:*FIRST\ MIDWEST\ BANK*,
First Midwest Bancorp,First Midwest Bancorp,First Midwest Bancorp,,Active,,NAME:*FIRST\ MIDWEST\ BANCORP*,
First Midwest Bank,First Midwest Bank,First Midwest Bank,,Active,,NAME:*FIRST\ MIDWEST\ BANK*,
First Mutual,First Mutual Bank,First Mutual Bank,,Active,,NAME:*FIRST\ MUTUAL\ BANK*,
First National Bank,First National Bank,First National Bank,,Active,,NAME:*FIRST\ NATIONAL\ BANK*,
First National Bank & Trust,First National Bank & Trust,First National Bank & Trust,,Active,,NAME:*FIRST\ NATIONAL\ BANK\ TRUST*,
First National Bank & Trust C of Williston,First National Bank & Trust Company,First National Bank Trust Company,,Active,,NAME:*FIRST\ NATIONAL\ BANK\ TRUST\ COMPANY*,
First National Bank & Trust Co Broken Arrow OK,First National Bank & Trust Company,First National Bank Trust Company,,Active,,NAME:*FIRST\ NATIONAL\ BANK\ TRUST\ COMPANY*,
First National Bank Omaha,First National Bank,First National Bank,,Active,,NAME:*FIRST\ NATIONAL\ BANK*,
First National Bank of Alaska,First National Bank,First National Bank,,Active,,NAME:*FIRST\ NATIONAL\ BANK*,
First National Bank of Denver,First National Bank,First National Bank,,Active,,NAME:*FIRST\ NATIONAL\ BANK*,
First National Bank of Fort Smith,First National Bank,First National Bank,,Active,,NAME:*FIRST\ NATIONAL\ BANK*,
First National Bank of Kansas,First National Bank,First National Bank,,Active,,NAME:*FIRST\ NATIONAL\ BANK*,
First National Bank of Liberal,First National Bank,First National Bank,,Active,,NAME:*FIRST\ NATIONAL\ BANK*,
First National Bank of Nebraska,First National Bank,First National Bank,,Active,,NAME:*FIRST\ NATIONAL\ BANK*,
First National Bank of Oklahoma,First National Bank,First National Bank,,Active,,NAME:*FIRST\ NATIONAL\ BANK*,
First National Bank of Omaha,First National Bank,First National Bank,,Active,,NAME:*FIRST\ NATIONAL\ BANK*,
First National Bank of Pennsylvania,First National Bank,First National Bank,,Active,,NAME:*FIRST\ NATIONAL\ BANK*,
First National Bank of Pierre,First National Bank,First National Bank,,Active,,NAME:*FIRST\ NATIONAL\ BANK*,
First National Bank of Santa Fe,First National Bank,First National Bank,,Active,,NAME:*FIRST\ NATIONAL\ BANK*,
First National Bank of Shelby,First National Bank,First National Bank,,Active,,NAME:*FIRST\ NATIONAL\ BANK*,
First National Bank of Southern California,First National Bank,First National Bank,,Active,,NAME:*FIRST\ NATIONAL\ BANK*,
First National Bank of St Louis,First National Bank,First National Bank,,Active,,NAME:*FIRST\ NATIONAL\ BANK*,
First National Bank of Tennessee,First National Bank,First National Bank,,Active,,NAME:*FIRST\ NATIONAL\ BANK*,
First National Community Bank,First National Community Bank,First National Community Bank,,Active,,NAME:*FIRST\ NATIONAL\ COMMUNITY\ BANK*,
First National Denver,First National Bank,First National Bank,,Active,,NAME:*FIRST\ NATIONAL\ BANK*,
First Niagara Bank,First Niagara Bank,First Niagara Bank,,Acquired,,NAME:*FIRST\ NIAGARA\ BANK*,
First Niagara Financial Group Inc,First Niagara Financial Group Inc,First Niagara Financial Group,,Acquired,,NAME:*FIRST\ NIAGARA\ FINANCIAL\ GROUP*,
First Northern Bank,First Northern Bank,First Northern Bank,,Active,,NAME:*FIRST\ NORTHERN\ BANK*,
First Oklahoma Bank,First Oklahoma Bank,First Oklahoma Bank,,Active,,NAME:*FIRST\ OKLAHOMA\ BANK*,
First Pioneer Farm Credit,First Pioneer Farm Credit,First Pioneer Farm Credit,,Active,,NAME:*FIRST\ PIONEER\ FARM\ CREDIT*,
First Premier Bank,First Premier Bank,First Premier Bank,,Active,,NAME:*FIRST\ PREMIER\ BANK*,
First Republic Bancorp,First Republic Bancorp,First Republic Bancorp,,Acquired,,NAME:*FIRST\ REPUBLIC\ BANCORP*,
First Republic Bank,First Republic Bank,First Republic Bank,,Failed,,NAME:*FIRST\ REPUBLIC\ BANK*,
First Savings Bank,First Savings Bank,First Savings Bank,,Active,,NAME:*FIRST\ SAVINGS\ BANK*,
First Savings Bank of Perkasie,First Savings Bank,First Savings Bank,,Active,,NAME:*FIRST\ SAVINGS\ BANK*,
Fairfield County Bank,Fairfield County Bank,Fairfield County Bank,,Active,,NAME:*FAIRFIELD\ COUNTY\ BANK*,
Far East Bank & Trust Co,Far East Bank & Trust Co,Far East Bank & Trust,,Active,,NAME:*FAR\ EAST\ BANK\ TRUST*,
Far East National Bank,Far East National Bank,Far East National Bank,,Active,,NAME:*FAR\ EAST\ NATIONAL\ BANK*,
Farm Credit Bank of Texas,Farm Credit Bank of Texas,Farm Credit Bank of Texas,,Active,,NAME:*FARM\ CREDIT\ BANK\ OF\ TEXAS*,
Farm Credit Bank of Wichita,Farm Credit Bank of Wichita,Farm Credit Bank of Wichita,,Active,,NAME:*FARM\ CREDIT\ BANK\ OF\ WICHITA*,
Farm Credit East,Farm Credit East,Farm Credit East,,Active,,NAME:*FARM\ CREDIT\ EAST*,
Farm Credit East ACA,Farm Credit East ACA,Farm Credit East ACA,,Active,,NAME:*FARM\ CREDIT\ EAST\ ACA*,
Farm Credit Mid-America PCA,Farm Credit Mid-America PCA,Farm Credit Mid-America PCA,,Active,,NAME:*FARM\ CREDIT\ MIDAMERICA\ PCA*,
Farm Credit New Mexico,Farm Credit New Mexico,Farm Credit New Mexico,,Active,,NAME:*FARM\ CREDIT\ NEW\ MEXICO*,
Farm Credit West FLCA,Farm Credit West FLCA,Farm Credit West FLCA,,Active,,NAME:*FARM\ CREDIT\ WEST\ FLCA*,
Farm Credit West PCA,Farm Credit West PCA,Farm Credit West PCA,,Active,,NAME:*FARM\ CREDIT\ WEST\ PCA*,
Farm Credit of Enid,Farm Credit of Enid,Farm Credit of Enid,,Active,,NAME:*FARM\ CREDIT\ OF\ ENID*,
Farm Credit of Florida ACA,Farm Credit of Florida ACA,Farm Credit of Florida ACA,,Active,,NAME:*FARM\ CREDIT\ OF\ FLORIDA\ ACA*,
Farm Credit of New Mexico FLCA,Farm Credit of New Mexico FLCA,Farm Credit of New Mexico FLCA,,Active,,NAME:*FARM\ CREDIT\ OF\ NEW\ MEXICO\ FLCA*,
Farm Credit of South Florida ACA,Farm Credit of South Florida ACA,Farm Credit of South Florida ACA,,Active,,NAME:*FARM\ CREDIT\ OF\ SOUTH\ FLORIDA\ ACA*,
Farm Credit of Western Oklahoma,Farm Credit of Western Oklahoma,Farm Credit of Western Oklahoma,,Active,,NAME:*FARM\ CREDIT\ OF\ WESTERN\ OKLAHOMA*,
Farmers & Mechanics Bank,Farmers & Mechanics Bank,Farmers & Mechanics Bank,,Active,,NAME:*FARMERS\ MECHANICS\ BANK*,
Farmers & Merchant Bank,Farmers & Merchant Bank,Farmers & Merchant Bank,,Active,,NAME:*FARMERS\ MERCHANT\ BANK*,
Farmers & Traders Bank,Farmers & Traders Bank,Farmers & Traders Bank,,Active,,NAME:*FARMERS\ TRADERS\ BANK*,
Farmers Bank,Farmers Bank,Farmers Bank,,Active,,NAME:*FARMERS\ BANK*,
Farmers Bank of Smithfield,Farmers Bank of Smithfield,Farmers Bank of Smithfield,,Active,,NAME:*FARMERS\ BANK\ OF\ SMITHFIELD*,
Farmers National Bank,Farmers National Bank,Farmers National Bank,,Active,,NAME:*FARMERS\ NATIONAL\ BANK*,
Farmers State Bank,Farmers State Bank,Farmers State Bank,,Active,,NAME:*FARMERS\ STATE\ BANK*,
Fortuna Bank,Fortuna Bank,Fortuna Bank,,Active,,NAME:*FORTUNA\ BANK*,
Four Corners Community Bank,Four Corners Community Bank,Four Corners Community Bank,,Active,,NAME:*FOUR\ CORNERS\ COMMUNITY\ BANK*,
Fox Chase Bank,Fox Chase Bank,Fox Chase Bank,,Active,,NAME:*FOX\ CHASE\ BANK*,
Franklin Bank NA,Franklin Bank NA,Franklin Bank,,Failed,,NAME:*FRANKLIN\ BANK*,
Franklin Synergy Bank,Franklin Synergy Bank,Franklin Synergy Bank,,Active,,NAME:*FRANKLIN\ SYNERGY\ BANK*,
Freedom Bank,Freedom Bank,Freedom Bank,,Active,,NAME:*FREEDOM\ BANK*,
Freestar Bank,Freestar Bank,Freestar Bank,,Active,,NAME:*FREESTAR\ BANK*,
First Secure Bank,First Secure Bank,First Secure Bank,,Active,,NAME:*FIRST\ SECURE\ BANK*,
First Security Bancorp,First Security Bancorp,First Security Bancorp,,Acquired,,NAME:*FIRST\ SECURITY\ BANCORP*,
First Security Bank NA,First Security Bank NA,First Security Bank,,Acquired,,NAME:*FIRST\ SECURITY\ BANK*,
First Security Corp,First Security Corp,First Security,,Acquired,,NAME:*FIRST\ SECURITY*,
First Security Trust & Savings Bank,First Security Trust & Savings Bank,First Security Trust & Savings Bank,,Acquired,,NAME:*FIRST\ SECURITY\ TRUST\ SAVINGS\ BANK*,
First Sentry Bank,First Sentry Bank,First Sentry Bank,,Active,,NAME:*FIRST\ SENTRY\ BANK*,
First Source Bank,First Source Bank,First Source Bank,,Active,,NAME:*FIRST\ SOURCE\ BANK*,
First South Bancorp Inc,First South Bancorp Inc,First South Bancorp,,Acquired,,NAME:*FIRST\ SOUTH\ BANCORP*,
First South Farm Credit ACA,First South Farm Credit ACA,First South Farm Credit ACA,,Active,,NAME:*FIRST\ SOUTH\ FARM\ CREDIT\ ACA*,
First South Production Credit Association,First South Production Credit Association,First South Production Credit Association,,Active,,NAME:*FIRST\ SOUTH\ PRODUCTION\ CREDIT\ ASSOCIATION*,
First Southern Bank,First Southern Bank,First Southern Bank,,Active,,NAME:*FIRST\ SOUTHERN\ BANK*,
First State Bank NA,First State Bank NA,First State Bank,,Active,,NAME:*FIRST\ STATE\ BANK*,
First State Bank of Illinois,First State Bank of Illinois,First State Bank of Illinois,,Active,,NAME:*FIRST\ STATE\ BANK\ OF\ ILLINOIS*,
First State Bank of St Charles,First State Bank of St Charles,First State Bank of St Charles,,Active,,NAME:*FIRST\ STATE\ BANK\ OF\ ST\ CHARLES*,
First State Bank of Uvalde,First State Bank of Uvalde,First State Bank of Uvalde,,Active,,NAME:*FIRST\ STATE\ BANK\ OF\ UVALDE*,
First Tennessee Bank,First Tennessee Bank,First Tennessee Bank,,Acquired,,NAME:*FIRST\ TENNESSEE\ BANK*,
First Tennessee Bank NA,First Tennessee Bank NA,First Tennessee Bank,,Acquired,,NAME:*FIRST\ TENNESSEE\ BANK*,
First Tennessee National Corp,First Tennessee National Corp,First Tennessee National,,Acquired,,NAME:*FIRST\ TENNESSEE\ NATIONAL*,
First Trust Bank,First Trust Bank,First Trust Bank,,Active,,NAME:*FIRST\ TRUST\ BANK*,
First US Bank,First US Bank,First US Bank,,Active,,NAME:*FIRST\ US\ BANK*,
First Union Bank,First Union Bank,First Union Bank,,Acquired,,NAME:*FIRST\ UNION\ BANK*,
First United Bancorporation,First United Bancorporation,First United Bancorporation,,Active,,NAME:*FIRST\ UNITED\ BANCORPORATION*,
First Victoria Bank,First Victoria Bank,First Victoria Bank,,Active,,NAME:*FIRST\ VICTORIA\ BANK*,
First Victoria National Bank,First Victoria National Bank,First Victoria National Bank,,Active,,NAME:*FIRST\ VICTORIA\ NATIONAL\ BANK*,
First Virginia Bank,First Virginia Bank,First Virginia Bank,,Acquired,,NAME:*FIRST\ VIRGINIA\ BANK*,
First Western Bank & Trust,First Western Bank & Trust,First Western Bank Trust,,Active,,NAME:*FIRST\ WESTERN\ BANK\ TRUST*,
First Western Bank NA,First Western Bank NA,First Western Bank,,Active,,NAME:*FIRST\ WESTERN\ BANK*,
First Westroads Bank,First Westroads Bank,First Westroads Bank,,Active,,NAME:*FIRST\ WESTROADS\ BANK*,
First Women's Bank,First Women's Bank,First Womens Bank,,Active,,NAME:*FIRST\ WOMENS\ BANK*,
First Womens Bank,First Womens Bank,First Womens Bank,,Active,,NAME:*FIRST\ WOMENS\ BANK*,
FirstBank Florida,FirstBank Florida,FirstBank Florida,,Active,,NAME:*FIRSTBANK\ FLORIDA*,
FirstMerit Bank,FirstMerit Bank,FirstMerit Bank,,Acquired,,NAME:*FIRSTMERIT\ BANK*,
FirstMerit Bank NA,FirstMerit Bank N.A.,FirstMerit Bank,,Acquired,,NAME:*FIRSTMERIT\ BANK*,
FirstStar Bank,FirstStar Bank,FirstStar Bank,,Active,,NAME:*FIRSTSTAR\ BANK*,
Firstar Bank NA,Firstar Bank N.A.,Firstar Bank,,Acquired,,NAME:*FIRSTAR\ BANK*,
Firstbank Puerto Rico,Firstbank Puerto Rico,Firstbank Puerto Rico,,Active,,NAME:*FIRSTBANK\ PUERTO\ RICO*,
Firstbank Southwest,Firstbank Southwest,Firstbank Southwest,,Active,,NAME:*FIRSTBANK\ SOUTHWEST*,
Firstbank of Illinois Co,Firstbank of Illinois Co,Firstbank of Illinois,,Active,,NAME:*FIRSTBANK\ OF\ ILLINOIS*,
Firstrust Bank,Firstrust Bank,Firstrust Bank,,Active,,NAME:*FIRSTRUST\ BANK*,
Firstrust Saving Bank,Firstrust Savings Bank,Firstrust Savings Bank,,Active,,NAME:*FIRSTRUST\ SAVINGS\ BANK*,
Five Star Bank,Five Star Bank,Five Star Bank,,Active,,NAME:*FIVE\ STAR\ BANK*,
Flagstar Bancorp,Flagstar Bancorp,Flagstar Bancorp,,Acquired,,NAME:*FLAGSTAR\ BANCORP*,
Flagstar Bank,Flagstar Bank,Flagstar Bank,,Acquired,,NAME:*FLAGSTAR\ BANK*,
Fleet Bank,Fleet Bank,Fleet Bank,,Acquired,,NAME:*FLEET\ BANK*,
Fleet Bank NA,Fleet Bank N.A.,Fleet Bank,,Acquired,,NAME:*FLEET\ BANK*,
Fleet Boston Financial Group,Fleet Boston Financial Group,Fleet Boston Financial Group,,Acquired,,NAME:*FLEET\ BOSTON\ FINANCIAL\ GROUP*,
Fleet National Bank,Fleet National Bank,Fleet National Bank,,Acquired,,NAME:*FLEET\ NATIONAL\ BANK*,
Florida Community Banks Inc,Florida Community Banks Inc,Florida Community Banks,,Active,,NAME:*FLORIDA\ COMMUNITY\ BANKS*,
Flushing Bank,Flushing Bank,Flushing Bank,,Active,,NAME:*FLUSHING\ BANK*,
Forbright Bank [fka Congressional Bank],Forbright Bank,Forbright Bank,Congressional Bank,Active,,NAME:*FORBRIGHT\ BANK*,NAME:*CONGRESSIONAL\ BANK*
Forcht Bank,Forcht Bank,Forcht Bank,,Active,,NAME:*FORCHT\ BANK*,
Forest Park Bank & Trust Co,Forest Park Bank & Trust Co,Forest Park Bank & Trust,,Active,,NAME:*FOREST\ PARK\ BANK\ TRUST*,
Fortis Bank SA/NV [New York],Fortis Bank SA/NV,Fortis Bank,,Acquired,,NAME:*FORTIS\ BANK*,
FCBank,FCBank,FCBank,,Active,,NAME:*FCBANK*,
FMB-Arcadia Bank,FMB-Arcadia Bank,FMBArcadia Bank,,Active,,NAME:*FMBARCADIA\ BANK*,
FNB,First National Bank,First National Bank,,Active,,NAME:*FIRST\ NATIONAL\ BANK*,
FNB Corp,FNB Corp,FNB,,Active,,NAME:*FNB*,
FSB International Bank Ltd [Federal Savings Bank],FSB International Bank Ltd,FSB International Bank,Federal Savings Bank,Active,,NAME:*FSB\ INTERNATIONAL\ BANK*,NAME:*FEDERAL\ SAVINGS\ BANK*
FVCBank,FVCBank,FVCBank,,Active,,NAME:*FVCBANK*,
FWBank,FWBank,FWBank,,Active,,NAME:*FWBANK*,
Grandpoint Bank,Grandpoint Bank,Grandpoint Bank,,Acquired,,NAME:*GRANDPOINT\ BANK*,
Great Florida Bank,Great Florida Bank,Great Florida Bank,,Acquired,,NAME:*GREAT\ FLORIDA\ BANK*,
Great Southern Bank,Great Southern Bank,Great Southern Bank,,Active,,NAME:*GREAT\ SOUTHERN\ BANK*,
Great Western Bank,Great Western Bank,Great Western Bank,,Acquired,,NAME:*GREAT\ WESTERN\ BANK*,
GreatBanc Inc,GreatBanc Inc,GreatBanc,,Active,,NAME:*GREATBANC*,
Greater Bay Bancorp,Greater Bay Bancorp,Greater Bay Bancorp,,Acquired,,NAME:*GREATER\ BAY\ BANCORP*,
Greater Bay Bank,Greater Bay Bank,Greater Bay Bank,,Acquired,,NAME:*GREATER\ BAY\ BANK*,
Green Bank,Green Bank,Green Bank,,Acquired,,NAME:*GREEN\ BANK*,
Green Stone Farm Credit,Greenstone Farm Credit,Greenstone Farm Credit,,Active,,NAME:*GREENSTONE\ FARM\ CREDIT*,
Greene County Bancshares Inc,Greene County Bancshares Inc,Greene County Bancshares,,Active,,NAME:*GREENE\ COUNTY\ BANCSHARES*,
Greenstone Farm Credit Services,Greenstone Farm Credit Services,Greenstone Farm Credit Services,,Active,,NAME:*GREENSTONE\ FARM\ CREDIT\ SERVICES*,
Greenstone Farm Credit Services ACA/FLCA,Greenstone Farm Credit Services ACA/FLCA,Greenstone Farm Credit Services AC AFLCA,,Active,,NAME:*GREENSTONE\ FARM\ CREDIT\ SERVICES\ AC\ AFLCA*,
Greenstone Farm Credit Services FLCA,Greenstone Farm Credit Services FLCA,Greenstone Farm Credit Services FLCA,,Active,,NAME:*GREENSTONE\ FARM\ CREDIT\ SERVICES\ FLCA*,
General Bank,General Bank,General Bank,,Acquired,,NAME:*GENERAL\ BANK*,
Georgia Banking Co,Georgia Banking Company,Georgia Banking,,Active,,NAME:*GEORGIA\ BANKING*,
Gibsland Bank & Trust,Gibsland Bank & Trust,Gibsland Bank & Trust,,Active,,NAME:*GIBSLAND\ BANK\ TRUST*,
Glacier Bank,Glacier Bank,Glacier Bank,,Active,,NAME:*GLACIER\ BANK*,
Glenview State Bank,Glenview State Bank,Glenview State Bank,,Acquired,,NAME:*GLENVIEW\ STATE\ BANK*,
Golden Bank NA,Golden Bank N.A.,Golden Bank,,Active,,NAME:*GOLDEN\ BANK*,
Goldman Sachs Bank USA,Goldman Sachs Bank USA,Goldman Sachs Bank USA,,Active,,NAME:*GOLDMAN\ SACHS\ BANK\ USA*,
Goldman Sachs Group Inc,Goldman Sachs Group Inc,Goldman Sachs Group,,Active,,NAME:*GOLDMAN\ SACHS\ GROUP*,
Greenwoods State Bank,Greenwoods State Bank,Greenwoods State Bank,,Active,,NAME:*GREENWOODS\ STATE\ BANK*,
Guaranty Bank,Guaranty Bank,Guaranty Bank,,Acquired,,NAME:*GUARANTY\ BANK*,
Guaranty Bank & Trust,Guaranty Bank & Trust,Guaranty Bank & Trust,,Active,,NAME:*GUARANTY\ BANK\ TRUST*,
Guaranty Bank FSB,Guaranty Bank FSB,Guaranty Bank FSB,,Acquired,,NAME:*GUARANTY\ BANK\ FSB*,
Guaranty Federal Bank,Guaranty Federal Bank,Guaranty Federal Bank,,Acquired,,NAME:*GUARANTY\ FEDERAL\ BANK*,
Gulf Federal Bank,Gulf Federal Bank,Gulf Federal Bank,,Acquired,,NAME:*GULF\ FEDERAL\ BANK*,
HSBC,HSBC Bank USA,HSBC Bank USA,,Active,,NAME:*HSBC\ BANK\ USA*,
Highland Bank,Highland Bank,Highland Bank,,Active,,NAME:*HIGHLAND\ BANK*,
Highlands Bank of Dallas,Highlands Bank,Highlands Bank,,Active,,NAME:*HIGHLANDS\ BANK*,
Fresno Farm Credit,Fresno Farm Credit,Fresno Farm Credit,,Active,,NAME:*FRESNO\ FARM\ CREDIT*,
Fresno Madera Farm Credit ACA,Fresno Madera Farm Credit ACA,Fresno Madera Farm Credit ACA,,Active,,NAME:*FRESNO\ MADERA\ FARM\ CREDIT\ ACA*,
Fresno Madera Production Credit,Fresno Madera Production Credit,Fresno Madera Production Credit,,Active,,NAME:*FRESNO\ MADERA\ PRODUCTION\ CREDIT*,
Frontier Farm Credit,Frontier Farm Credit,Frontier Farm Credit,,Active,,NAME:*FRONTIER\ FARM\ CREDIT*,
Frost Bank,Frost Bank,Frost Bank,,Active,,NAME:*FROST\ BANK*,
Frost National Bank,Frost National Bank,Frost National Bank,,Acquired,,NAME:*FROST\ NATIONAL\ BANK*,
Fulton Bank,Fulton Bank,Fulton Bank,,Active,,NAME:*FULTON\ BANK*,
GBC Bancorp,GBC Bancorp,GBC Bancorp,,Acquired,,NAME:*GBC\ BANCORP*,
GE Artesia Bank,GE Artesia Bank,GE Artesia Bank,,Acquired,,NAME:*GE\ ARTESIA\ BANK*,
GE Capital Bank,GE Capital Bank,GE Capital Bank,,Acquired,,NAME:*GE\ CAPITAL\ BANK*,
GMAC Bank,GMAC Bank,GMAC Bank,,Acquired,,NAME:*GMAC\ BANK*,
GMAC LLC,GMAC LLC,GMAC,,Acquired,,NAME:*GMAC*,
Gateway Bank & Trust Co,Gateway Bank & Trust Co,Gateway Bank Trust Co,,Active,,NAME:*GATEWAY\ BANK\ TRUST\ CO*,
Gateway First Bank,Gateway First Bank,Gateway First Bank,,Active,,NAME:*GATEWAY\ FIRST\ BANK*,
Farmington bank,Farmington Bank,Farmington Bank,,Active,,NAME:*FARMINGTON\ BANK*,
Federal Farm Credit,Federal Farm Credit,Federal Farm Credit,,Active,,NAME:*FEDERAL\ FARM\ CREDIT*,
Federal Savings Bank,Federal Savings Bank,Federal Savings Bank,,Active,,NAME:*FEDERAL\ SAVINGS\ BANK*,
Fifth Third Bank,Fifth Third Bank,Fifth Third Bank,,Active,,NAME:*FIFTH\ THIRD\ BANK*,
Fifth Third Bank of Columbus,Fifth Third Bank,Fifth Third Bank,,Active,,NAME:*FIFTH\ THIRD\ BANK*,
FineMark National Bank & Trust,FineMark National Bank & Trust,FineMark National Bank Trust,,Active,,NAME:*FINEMARK\ NATIONAL\ BANK\ TRUST*,
First & Peoples Bank and Trust,First & Peoples Bank and Trust,First Peoples Bank and Trust,,Active,,NAME:*FIRST\ PEOPLES\ BANK\ AND\ TRUST*,
First American Bank,First American Bank,First American Bank,,Active,,NAME:*FIRST\ AMERICAN\ BANK*,
First American Bank NA,First American Bank NA,First American Bank,,Active,,NAME:*FIRST\ AMERICAN\ BANK*,
First Bank & Trust,First Bank & Trust,First Bank Trust,,Active,,NAME:*FIRST\ BANK\ TRUST*,
First Bank Chicago,First Bank,First Bank,,Active,,NAME:*FIRST\ BANK*,
First Bank NA,First Bank NA,First Bank,,Active,,NAME:*FIRST\ BANK*,
First Bank of Deleware,First Bank of Deleware,First Bank of Deleware,,Active,,NAME:*FIRST\ BANK\ OF\ DELEWARE*,
First Bank of Florida,First Bank of Florida,First Bank of Florida,,Active,,NAME:*FIRST\ BANK\ OF\ FLORIDA*,
First Bank of Highland Park,First Bank,First Bank,,Active,,NAME:*FIRST\ BANK*,
Grand Commercial Bank,Grand Commercial Bank,Grand Commercial Bank,,Active,,NAME:*GRAND\ COMMERCIAL\ BANK*,
Hillcrest Bank,Hillcrest Bank,Hillcrest Bank,,Active,,NAME:*HILLCREST\ BANK*,
Hinsdale Bank,Hinsdale Bank,Hinsdale Bank,,Active,,NAME:*HINSDALE\ BANK*,
Home BancShares Inc,Home BancShares Inc,Home BancShares,,Active,,NAME:*HOME\ BANCSHARES*,
